id,date,lat,lon,lc
2019030,11-10-2019 00:00:00,45.20656,-156.21194,-1
2019030,11-11-2019 00:00:00,45.15018,-155.96615,-1
2019030,11-12-2019 00:00:00,45.08834,-155.63556,0
2019030,11-13-2019 00:00:00,44.95981,-155.52572,0
2019030,11-14-2019 00:00:00,44.69862,-155.14598,-1
2019030,11-15-2019 00:00:00,44.47165,-154.37994,1
2019030,11-16-2019 00:00:00,44.47667,-153.85736,-1
2019030,11-17-2019 00:00:00,44.54313,-153.7385,-1
2019030,11-18-2019 00:00:00,44.73026,-153.57807,-1
2019030,11-19-2019 00:00:00,44.8251,-153.48274,1
2019030,11-20-2019 00:00:00,44.61072,-152.94899,0
2019030,11-21-2019 00:00:00,44.51435,-152.54073,-1
2019030,11-22-2019 00:00:00,44.45031,-152.29273,0
2019030,11-23-2019 00:00:00,44.64602,-151.95737,-1
2019030,11-24-2019 00:00:00,44.51857,-151.78918,-1
2019030,11-25-2019 00:00:00,44.81502,-151.1909,1
2019030,11-26-2019 00:00:00,44.90022,-151.00817,1
2019030,11-27-2019 00:00:00,44.87254,-151.02928,0
2019030,11-28-2019 00:00:00,44.51471,-150.46198,-1
2019030,11-29-2019 00:00:00,44.39092,-150.45924,-2
2019030,11-30-2019 00:00:00,44.13795,-150.13252,-1
2019030,12-01-2019 00:00:00,44.09464,-150.17148,0
2019030,12-02-2019 00:00:00,44.19693,-149.31517,0
2019030,12-03-2019 00:00:00,44.38562,-148.851,-2
2019030,12-04-2019 00:00:00,44.16388,-148.87852,0
2019030,12-05-2019 00:00:00,43.91181,-147.9489,0
2019030,12-06-2019 00:00:00,43.7495,-147.39403,0
2019030,12-07-2019 00:00:00,43.70617,-147.0889,0
2019030,12-08-2019 00:00:00,43.60784,-146.22699,1
2019030,12-09-2019 00:00:00,43.70086,-145.91147,0
2019030,12-10-2019 00:00:00,43.82876,-145.28011,0
2019030,12-11-2019 00:00:00,43.7505,-144.87765,0
2019030,12-12-2019 00:00:00,43.71224,-143.77858,0
2019030,12-13-2019 00:00:00,43.42503,-142.96904,-1
2019030,12-14-2019 00:00:00,43.1738,-141.99203,3
2019030,12-15-2019 00:00:00,43.02985,-141.20547,1
2019030,12-16-2019 00:00:00,42.47347,-139.84031,0
2019030,12-17-2019 00:00:00,42.07152,-138.72712,-1
2019030,12-18-2019 00:00:00,42.01054,-138.66129,-1
2019030,12-19-2019 00:00:00,41.67363,-137.67411,0
2019030,12-20-2019 00:00:00,41.30739,-136.98023,0
2019030,12-21-2019 00:00:00,40.75677,-135.96498,-1
2019030,12-22-2019 00:00:00,40.56143,-134.96672,0
2019030,12-23-2019 00:00:00,40.56973,-134.72608,1
2019030,12-24-2019 00:00:00,39.93753,-133.80499,0
2019030,12-25-2019 00:00:00,39.78573,-133.6918,0
2019030,12-26-2019 00:00:00,39.41323,-133.37395,0
2019030,12-27-2019 00:00:00,38.85108,-133.25467,-1
2019030,12-28-2019 00:00:00,38.58139,-133.3598,1
2019030,12-29-2019 00:00:00,37.99127,-133.22037,1
2019030,12-30-2019 00:00:00,37.71817,-132.88777,1
2019030,12-31-2019 00:00:00,37.64304,-132.68749,1
2019030,01-01-2020 00:00:00,37.39449,-132.25432,0
2019030,01-02-2020 00:00:00,37.32858,-130.93334,0
2019030,01-03-2020 00:00:00,37.27718,-130.82695,0
2019030,01-04-2020 00:00:00,37.09948,-129.85027,0
2019030,01-05-2020 00:00:00,36.69514,-128.86712,-1
2019030,01-06-2020 00:00:00,36.62774,-128.46608,2
2019030,01-07-2020 00:00:00,36.36101,-127.39954,-1
2019030,01-08-2020 00:00:00,36.19972,-126.53025,1
2019030,01-09-2020 00:00:00,35.91886,-125.55471,0
2019030,01-10-2020 00:00:00,35.95972,-125.15269,0
2019030,01-11-2020 00:00:00,35.99502,-123.85722,0
2019030,01-12-2020 00:00:00,36.08596,-123.24571,-1
2019030,01-13-2020 00:00:00,36.75424,-122.2554,0
2019030,01-14-2020 00:00:00,37.12849,-122.43073,-1
2019030,01-14-2020 11:14:00,37.116396,-122.330756,3
