REF,PTT,D_DATE,LQ,LAT,LON,ALT_LAT,ALT_LON,N_MESS,N_MESS_120,BEST_LEVEL,PASS_DUR,FREQ,V_MASK,ALT,EST_SPEED,KM_FROM_HOME,IQ,NOPS,DELETED,ACTUAL_PTT,ERROR_RADIUS,SEMI_MAJOR_AXIS,SEMI_MINOR_AXIS,ELLIPSE_ORIENTATION,HDOP,SATELLITE,DIAG_ID
ct151-F415-18,133778,7/17/2019,-2,46.62419,-143.36682,46.62419,-143.36682,2,0,-132,45,401677710.7,20,,,,7,3,,133778,11182,67330,1857,124,5550,NP,119942030
ct151-F415-18,133778,7/17/2019,-2,45.92413,-142.64725,45.92413,-142.64725,2,0,-130,43,401677509.3,20,,,,6,3,,133778,56101,260429,12084,123,6270,NK,119942031
ct151-F415-18,133778,7/17/2019,-2,45.90035,-142.42127,45.90035,-142.42126,2,0,-133,43,401677403.4,20,,,,6,3,,133778,16987,30089,9590,142,3304,NN,119942032
ct151-F415-18,133778,7/17/2019,-1,46.30637,-142.47412,46.30637,-142.47412,3,0,-125,97,401677590.2,0,,1.93,1953.277,4,3,,133778,13758,94703,1998,98,2632,NK,119942033
ct151-F415-18,133778,7/17/2019,-1,46.32348,-143.27101,46.32348,-143.27101,3,0,-120,97,401677444.2,20,,,,6,3,,133778,26003,180079,3754,104,1987,MA,119942034
ct151-F415-18,133778,7/17/2019,-2,46.44274,-142.69814,46.44274,-142.69814,2,0,-127,96,401677609.9,20,,,,5,3,,133778,39012,124410,12233,10,2500,NN,119945941
ct151-F415-18,133778,7/17/2019,-1,46.40631,-142.66408,46.40631,-142.66408,3,1,-119,99,401677521,20,,,,6,3,,133778,11821,43956,3179,115,1607,MC,119945942
ct151-F415-18,133778,7/18/2019,0,46.27759,-142.14755,46.27759,-142.14755,4,0,-131,141,401677525.4,20,,,,48,3,,133778,21310,100322,4526,49,2283,SR,120009274
ct151-F415-18,133778,7/18/2019,0,46.36138,-142.06267,46.36138,-142.06267,4,0,-127,141,401677466.2,0,,1.78,1927.136,46,3,,133778,4129,10531,1619,87,728,NP,120009275
ct151-F415-18,133778,7/18/2019,-1,46.49819,-141.93038,46.49819,-141.93037,3,0,-125,94,401677528.1,20,,,,6,3,,133778,15794,46699,5341,102,2996,SR,120016595
ct151-F415-18,133778,7/18/2019,-2,46.22156,-142.19986,46.22156,-142.19986,2,0,-132,48,401677496.7,20,,,,6,3,,133778,18086,35427,9233,102,3222,NP,120016596
ct151-F415-18,133778,7/18/2019,-2,46.37952,-142.08627,46.37952,-142.08627,2,0,-128,49,401677489.8,20,,,,6,3,,133778,56840,112152,28807,101,3464,NK,120016597
ct151-F415-18,133778,7/18/2019,-2,46.42367,-141.67284,46.42367,-141.67284,2,0,-128,45,401677635.3,20,,,,5,3,,133778,36306,224675,5866,74,3513,NN,120020180
ct151-F415-18,133778,7/18/2019,-2,46.43018,-141.61467,46.43018,-141.61467,2,0,-133,43,401677531.7,0,,2.05,1899.464,6,3,,133778,27182,92260,8008,74,3853,MC,120020181
ct151-F415-18,133778,7/18/2019,-1,46.57709,-142.0926,46.57709,-142.0926,3,0,-122,90,401677401.5,20,,,,8,3,,133778,30090,200682,4511,72,3826,MA,120023735
ct151-F415-18,133778,7/18/2019,-1,46.42761,-142.6253,36.56968,166.39915,3,0,-124,94,401677523.5,20,,,,50,3,,133778,4130,52277,326,98,1252,MC,120023736
ct151-F415-18,133778,7/18/2019,-1,46.64394,-142.01576,46.64394,-142.01576,3,0,-133,94,401677545.7,0,,1.56,1937.519,8,3,,133778,10644,30627,3699,138,3853,NP,120044407
ct151-F415-18,133778,7/18/2019,-2,46.62013,-141.97578,46.62013,-141.97578,2,0,-124,44,401677492.9,0,,1.52,1933.608,8,3,,133778,5409,16942,1726,55,2198,SR,120044408
ct151-F415-18,133778,7/18/2019,-1,46.66162,-142.00449,46.66162,-142.00449,3,0,-122,90,401677520.9,0,,1.4,1937.613,6,3,,133778,18746,189652,1852,88,2694,NP,120051219
ct151-F415-18,133778,7/18/2019,-1,46.77637,-141.78792,46.77637,-141.78792,3,0,-127,95,401677464,20,,,,8,3,,133778,18960,71036,5060,104,3010,SR,120051220
ct151-F415-18,133778,7/18/2019,-1,46.62685,-141.92114,46.62685,-141.92114,3,0,-127,89,401677653.7,0,,1.65,1930.189,4,3,,133778,11378,89043,1453,106,2974,NP,120054666
ct151-F415-18,133778,7/18/2019,-2,46.79712,-142.93166,35.02902,155.13206,2,0,-133,46,401677523.5,20,,,,0,2,,133778,12615,283270,561,104,3297,SR,120054667
ct151-F415-18,133778,7/18/2019,-1,46.72411,-142.50193,46.72411,-142.50192,3,0,-125,88,401677585.9,20,,,,6,3,,133778,4162,41277,419,109,1375,MB,120072359
ct151-F415-18,133778,7/18/2019,-1,46.71935,-142.34354,46.71935,-142.34354,3,0,-121,95,401677553.3,20,,,,6,3,,133778,9364,48591,1804,118,1840,MA,120072360
ct151-F415-18,133778,7/18/2019,-1,46.82823,-142.48023,46.82823,-142.48022,3,0,-128,96,401677625.6,20,,,,6,3,,133778,3529,13109,949,64,1512,NN,120072361
ct151-F415-18,133778,7/18/2019,-1,46.92527,-142.16022,46.92527,-142.16022,3,0,-125,85,401677666,0,,1.6,1961.301,6,3,,133778,6618,29037,1508,85,3202,MA,120075957
ct151-F415-18,133778,7/19/2019,-2,46.71794,-142.39564,46.71794,-142.39565,2,0,-122,42,401677521.5,0,,1.82,1967.215,8,3,,133778,12450,27962,5543,29,4757,MC,120143098
ct151-F415-18,133778,7/19/2019,-1,46.55471,-143.16072,51.98386,-173.54967,3,0,-127,85,401677523.5,20,,,,60,3,,133778,669,10372,43,82,1869,SR,120167310
ct151-F415-18,133778,7/19/2019,-1,46.92455,-142.43762,46.92455,-142.43762,3,0,-125,89,401677385.6,20,,,,0,3,,133778,11316,80151,1597,66,2089,NK,120167312
ct151-F415-18,133778,7/19/2019,-1,46.95822,-142.35876,46.95822,-142.35876,3,2,-112,89,401677530.2,20,,,,8,3,,133778,15188,151773,1519,63,3337,MA,120167311
ct151-F415-18,133778,7/19/2019,0,46.6119,-142.6168,46.6119,-142.6168,7,0,-120,330,401677534.1,20,,,,45,3,,133778,5711,47043,693,89,913,MA,120167313
ct151-F415-18,133778,7/19/2019,1,46.61549,-142.72661,46.61549,-142.72661,6,0,-132,279,401677507.1,0,,1.65,1985.211,56,3,,133778,1347,3668,494,140,1037,NN,120167314
ct151-F415-18,133778,7/19/2019,-2,46.75268,-142.64987,46.75268,-142.64987,2,0,-126,50,401677541,0,,1.33,1986.384,8,3,,133778,5676,31149,1034,88,4318,SR,120167315
ct151-F415-18,133778,7/19/2019,-1,46.372,-142.95546,46.372,-142.95546,3,0,-125,92,401677482.9,20,,1.64,1989.685,8,3,,133778,18735,192157,1826,102,4872,NK,120187794
ct151-F415-18,133778,7/19/2019,-2,46.61257,-142.79303,46.61257,-142.79303,2,0,-138,92,401677728.3,0,,1.64,1989.685,7,3,,133778,10094,147005,693,111,4815,NP,120187793
ct151-F415-18,133778,7/19/2019,-2,46.73226,-143.34355,46.73226,-143.34355,2,0,-129,49,401677409.9,20,,,,6,3,,133778,17241,51371,5786,122,2984,SR,120187795
ct151-F415-18,133778,7/19/2019,-2,46.63241,-142.79495,46.63241,-142.79495,2,0,-133,41,401677577.5,0,,1.19,1990.744,6,3,,133778,8782,28807,2677,111,3683,NN,120187796
ct151-F415-18,133778,7/19/2019,-1,46.48917,-142.70428,46.48917,-142.70428,3,0,-121,92,401677526.8,20,,,,8,3,,133778,17740,51508,6109,38,2168,MA,120203646
ct151-F415-18,133778,7/19/2019,0,46.38841,-142.77613,46.38841,-142.77612,4,0,-123,135,401677478.6,20,,,,46,3,,133778,3598,13469,961,90,779,NK,120203647
ct151-F415-18,133778,7/19/2019,0,46.40507,-142.7518,46.40507,-142.7518,4,0,-120,136,401677517.5,20,,,,45,3,,133778,5831,53702,633,100,1407,NN,120207533
ct151-F415-18,133778,7/19/2019,-1,46.24807,-142.52057,46.24807,-142.52057,3,0,-122,93,401677470.8,20,,,,8,3,,133778,9398,28143,3138,81,3486,MC,120207534
ct151-F415-18,133778,7/20/2019,0,46.23083,-143.23133,46.23083,-143.23132,4,0,-128,143,401677580.7,20,,,,47,3,,133778,15053,45397,4991,10,2308,NP,120277181
ct151-F415-18,133778,7/20/2019,0,46.4276,-142.91495,46.4276,-142.91495,4,0,-128,135,401677497.9,20,,,,46,3,,133778,10524,31326,3535,129,1344,NN,120277182
ct151-F415-18,133778,7/20/2019,-1,46.30426,-142.77275,46.30426,-142.77275,3,0,-125,96,401677545.9,20,,,,6,3,,133778,15541,134060,1801,74,2765,NN,120277183
ct151-F415-18,133778,7/20/2019,-1,46.20125,-142.7324,46.20125,-142.7324,3,0,-129,86,401677546.1,0,,1.09,1966.672,8,2,,133778,22570,138385,3681,78,3263,MB,120277185
ct151-F415-18,133778,7/20/2019,-1,46.19742,-143.34469,46.19742,-143.3447,3,0,-130,86,401677434.2,20,,1.09,1966.672,8,2,,133778,17035,21708,13367,14,2043,SR,120277184
ct151-F415-18,133778,7/20/2019,-1,45.55451,-141.94827,45.55451,-141.94827,3,0,-130,89,401677664.9,20,,,,7,2,,133778,33570,278505,4046,129,6358,NP,120305150
ct151-F415-18,133778,7/20/2019,-2,46.34119,-143.07959,40.41679,-114.09647,2,0,-127,48,401677580.7,20,,,,0,2,,133778,3718,64775,213,69,2319,MB,120318927
ct151-F415-18,133778,7/20/2019,-2,46.20819,-143.44997,46.20819,-143.44997,2,0,-133,46,401677515.9,0,,1.2,2017.821,6,3,,133778,9461,13692,6537,92,1817,NK,120322429
ct151-F415-18,133778,7/20/2019,-2,46.25187,-143.45747,46.25187,-143.45747,2,0,-128,46,401677536.4,20,,1.2,2017.821,0,3,,133778,35362,52921,23628,92,1784,MA,120322430
ct151-F415-18,133778,7/20/2019,-2,46.20496,-143.4084,46.20496,-143.4084,2,0,-123,42,401677473.4,0,,1.58,2014.726,8,3,,133778,14766,61189,3563,72,2102,NN,120322432
ct151-F415-18,133778,7/20/2019,-2,46.2472,-143.31525,46.2472,-143.31525,2,2,-118,93,401677537.3,20,,,,6,3,,133778,721,6876,75,99,950,MC,120322431
ct151-F415-18,133778,7/21/2019,-1,46.35681,-143.06696,46.35681,-143.06696,3,0,-127,89,401677493,0,,2.01,1997.193,8,2,,133778,11747,76910,1794,88,3721,NP,120349530
ct151-F415-18,133778,7/21/2019,-2,46.43681,-142.97607,46.43681,-142.97607,2,0,-133,96,401677513.2,20,,,,7,3,,133778,14202,81741,2467,94,4283,NK,120375421
ct151-F415-18,133778,7/21/2019,-1,46.23803,-142.79126,46.23803,-142.79126,3,0,-120,85,401677531.2,20,,,,6,3,,133778,10766,229664,504,80,2524,NP,120375422
ct151-F415-18,133778,7/21/2019,-2,46.18181,-142.6897,46.18181,-142.6897,2,0,-132,42,401677605.9,20,,,,5,2,,133778,15407,53477,4439,76,3159,SR,120385735
ct151-F415-18,133778,7/21/2019,-1,45.88498,-143.05424,45.88498,-143.05424,3,0,-129,90,401677580.7,20,,,,6,3,,133778,24637,96817,6269,91,2770,NK,120385736
ct151-F415-18,133778,7/21/2019,-1,46.09038,-142.50084,46.09038,-142.50084,3,0,-130,90,401677461.9,20,,,,0,3,,133778,16607,68629,4018,83,1898,NK,120392676
ct151-F415-18,133778,7/21/2019,-1,45.88863,-143.37227,45.88863,-143.37227,3,0,-120,90,401677612.6,20,,,,7,3,,133778,18324,130753,2568,78,3405,MA,120392677
ct151-F415-18,133778,7/21/2019,-1,46.08322,-143.08155,51.07486,-116.47923,3,2,-114,97,401677580.7,20,,,,50,3,,133778,461,3898,54,75,541,MC,120396136
ct151-F415-18,133778,7/21/2019,-1,46.07588,-143.10014,46.07588,-143.10014,3,0,-125,97,401677540.8,20,,,,0,3,,133778,6165,52249,727,76,533,NN,120396137
ct151-F415-18,133778,7/21/2019,-2,46.01437,-143.29612,46.01437,-143.29613,2,0,-135,43,401677483.1,0,,2.68,1998.622,6,2,,133778,21625,30049,15561,103,1601,SR,120396138
ct151-F415-18,133778,7/21/2019,-2,46.0804,-143.31443,46.0804,-143.31442,2,1,-118,46,401677541.7,0,,1.75,2002.721,5,3,,133778,15318,122656,1913,90,1969,MA,120396139
ct151-F415-18,133778,7/21/2019,-2,46.08214,-143.23269,46.08214,-143.2327,2,0,-120,49,401677534.8,0,,1.69,1996.965,8,3,,133778,7542,60446,940,68,3238,NP,120424289
ct151-F415-18,133778,7/21/2019,-2,46.16138,-143.07862,46.16138,-143.07861,2,0,-127,46,401677544.9,0,,2.62,1989.416,8,3,,133778,10444,11473,9506,41,3176,MA,120442453
ct151-F415-18,133778,7/21/2019,-1,46.10083,-143.63241,46.10083,-143.63242,3,0,-130,95,401677539.3,20,,,,8,3,,133778,13157,29012,5966,12,3094,NP,120442454
ct151-F415-18,133778,7/21/2019,-1,46.30889,-143.44409,46.30889,-143.44409,3,0,-121,93,401677691,20,,,,6,3,,133778,7267,31038,1701,121,1634,NN,120442455
ct151-F415-18,133778,7/21/2019,-2,46.27221,-143.4193,46.27221,-143.4193,2,0,-132,93,401677615.4,20,,,,6,3,,133778,6673,21609,2060,89,1755,MB,120442456
ct151-F415-18,133778,7/21/2019,-1,46.3298,-143.59505,46.3298,-143.59505,3,0,-122,92,401677562.8,20,,,,6,3,,133778,14463,43529,4805,83,2738,MA,120442457
ct151-F415-18,133778,7/21/2019,-1,46.01304,-143.4161,46.01304,-143.4161,3,0,-120,95,401677468.7,20,,,,8,3,,133778,18061,363865,896,100,2711,MC,120442458
ct151-F415-18,133778,7/21/2019,-1,45.8968,-142.76567,45.8968,-142.76567,3,0,-131,95,401677550.7,20,,,,0,3,,133778,23790,329272,1718,100,1868,NN,120442459
ct151-F415-18,133778,7/21/2019,-2,45.93454,-142.861,45.93454,-142.861,2,0,-129,43,401677587.9,0,,1.82,1964.117,7,3,,133778,52077,133676,20288,95,3627,NN,120469731
ct151-F415-18,133778,7/22/2019,-1,45.89058,-143.17887,45.89058,-143.17886,3,1,-118,88,401677584.4,0,,1.77,1985.019,8,3,,133778,4059,28563,576,59,1355,NP,120495898
ct151-F415-18,133778,7/22/2019,-2,45.90738,-143.05165,45.90738,-143.05165,2,0,-135,44,401677489.7,20,,,,6,3,,133778,10923,17274,6907,64,2142,SR,120495899
ct151-F415-18,133778,7/22/2019,-2,45.87709,-143.23535,45.87709,-143.23535,2,0,-124,44,401677570.6,20,,,,8,3,,133778,1978,6308,620,108,2764,NP,120507021
ct151-F415-18,133778,7/22/2019,-1,46.07896,-143.45438,46.07896,-143.45438,3,1,-117,93,401677599.5,20,,,,6,3,,133778,10292,115814,914,90,2158,SR,120507022
ct151-F415-18,133778,7/22/2019,-2,45.78249,-143.10721,45.78249,-143.10721,2,0,-135,45,401677505.2,20,,,,6,3,,133778,14317,29342,6985,93,2679,NN,120507023
ct151-F415-18,133778,7/22/2019,-1,46.2327,-143.73364,46.2327,-143.73364,3,0,-125,94,401677490.9,20,,,,8,3,,133778,47257,114928,19431,60,3439,NN,120510741
ct151-F415-18,133778,7/22/2019,-1,46.08784,-143.43592,46.08784,-143.43591,3,0,-129,95,401677458,0,,2,2011.713,6,3,,133778,16310,96995,2742,54,3322,MB,120510742
ct151-F415-18,133778,7/22/2019,-2,45.76624,-143.64733,45.76624,-143.64732,2,0,-127,45,401677537.7,20,,,,6,3,,133778,20273,77669,5291,68,2778,MA,120514454
ct151-F415-18,133778,7/22/2019,-1,46.17621,-143.43789,46.17621,-143.4379,3,0,-125,92,401677523.4,0,,1.19,2015.597,8,2,,133778,23350,106422,5123,95,2841,NN,120514455
ct151-F415-18,133778,7/22/2019,-2,46.10184,-143.37406,46.10184,-143.37405,2,0,-127,41,401677493.5,0,,0.9,2007.887,8,3,,133778,69542,394723,12251,84,6716,SR,120543050
ct151-F415-18,133778,7/22/2019,-1,46.07532,-143.20055,46.07532,-143.20055,3,0,-120,90,401677524.8,20,,,,6,2,,133778,13338,121571,1463,115,1462,NP,120543051
ct151-F415-18,133778,7/22/2019,-2,46.02683,-143.38006,46.02683,-143.38007,2,0,-132,90,401677508.2,0,,1.99,2005.153,8,3,,133778,8597,24130,3062,132,2413,SR,120550002
ct151-F415-18,133778,7/22/2019,-1,46.16412,-143.34029,46.16412,-143.34029,3,1,-118,94,401677622.5,0,,1.34,2008.132,5,3,,133778,7997,82764,772,98,2374,MA,120560457
ct151-F415-18,133778,7/22/2019,-1,46.15811,-143.32478,46.15811,-143.32478,3,0,-120,95,401677559.5,0,,0.36,2006.772,8,3,,133778,2743,9389,801,156,1742,MC,120563964
ct151-F415-18,133778,7/23/2019,-2,46.03162,-143.30868,46.03162,-143.30869,2,0,-133,44,401677498.9,0,,0.87,2000.247,8,3,,133778,15914,28042,9031,89,7290,NK,120630080
ct151-F415-18,133778,7/23/2019,-2,46.09726,-143.71468,46.09726,-143.71468,2,0,-132,42,401677507.6,20,,,,8,2,,133778,17970,26997,11960,178,4996,SR,120654565
ct151-F415-18,133778,7/23/2019,0,45.91107,-143.68442,45.91107,-143.68442,5,4,-113,175,401677527.1,20,,,,46,3,,133778,14241,452815,447,79,2125,MC,120654566
ct151-F415-18,133778,7/23/2019,1,45.96902,-143.4533,45.96902,-143.4533,4,0,-125,143,401677528.1,0,,1.31,2007.99,56,2,,133778,1167,4390,310,52,1163,NN,120654567
ct151-F415-18,133778,7/23/2019,-1,45.91003,-143.45796,45.91003,-143.45796,3,0,-121,135,401677516.1,0,,1.65,2005.889,8,3,,133778,3292,15393,704,115,2161,MC,120654568
ct151-F415-18,133778,7/23/2019,-2,46.15528,-143.66863,46.15528,-143.66862,2,0,-131,43,401677460.3,0,,1.07,2031.174,8,3,,133778,16392,46029,5837,69,4913,SR,120654569
ct151-F415-18,133778,7/23/2019,-2,46.13332,-143.69961,46.13332,-143.69962,2,0,-129,46,401677478.3,0,,0.2,2032.473,8,3,,133778,17366,92842,3248,93,4605,SR,120665306
ct151-F415-18,133778,7/23/2019,-1,45.97561,-143.64921,45.97561,-143.64922,3,1,-117,94,401677566.6,20,,,,6,3,,133778,1377,5177,366,71,769,NK,120672615
ct151-F415-18,133778,7/23/2019,-2,45.7826,-144.11375,45.7826,-144.11375,2,0,-126,50,401677492.2,20,,,,0,3,,133778,39168,47716,32150,145,2636,MB,120679961
ct151-F415-18,133778,7/23/2019,-2,45.94616,-144.02747,45.94616,-144.02747,2,0,-133,50,401677498.2,20,,,,8,3,,133778,15947,19448,13075,178,3018,NK,120679960
ct151-F415-18,133778,7/23/2019,-9,46.1481,-143.70291,46.1481,-143.70291,3,1,-118,97,401677560.3,0,,1.03,2033.325,35,2,,133778,40615,266928,6179,121,2733,MC,120679962
ct151-F415-18,133778,7/24/2019,-1,45.75838,-143.88062,45.75838,-143.88062,3,0,-124,92,401677584,0,,1.86,2030.36,7,3,,133778,14814,73646,2979,119,1540,NP,120739511
ct151-F415-18,133778,7/24/2019,-1,45.64823,-143.4629,45.64823,-143.4629,3,0,-124,92,401677633.8,20,,,,6,3,,133778,9600,20208,4560,2,2739,MC,120743157
ct151-F415-18,133778,7/24/2019,-2,46.00163,-143.44469,46.00163,-143.44469,2,0,-129,48,401677648.7,20,,,,8,3,,133778,14456,40174,5201,88,2832,SR,120750524
ct151-F415-18,133778,7/24/2019,-2,46.0596,-143.50976,46.0596,-143.50977,2,0,-121,85,401677452,20,,,,8,3,,133778,18249,77245,4311,104,3347,MA,120757887
ct151-F415-18,133778,7/24/2019,-1,46.03326,-143.76786,46.03326,-143.76785,3,1,-119,93,401677382,0,,1.25,2033.234,8,3,,133778,13843,36214,5291,38,1749,MC,120757888
ct151-F415-18,133778,7/24/2019,-2,46.12025,-143.91146,46.12025,-143.91145,2,0,-131,48,401677699.5,0,,1.18,2047.109,6,3,,133778,38151,133119,10933,108,4641,NP,120775975
ct151-F415-18,133778,7/24/2019,-2,46.02415,-143.83175,46.02415,-143.83176,2,0,-133,50,401677621.4,0,,1.83,2037.456,8,3,,133778,17689,69209,4521,87,4767,NK,120786659
ct151-F415-18,133778,7/24/2019,-2,45.98975,-143.70727,45.98975,-143.70728,2,0,-129,49,401677601.9,20,,,,8,3,,133778,9340,43501,2005,76,4040,NP,120804959
ct151-F415-18,133778,7/24/2019,-1,45.82388,-143.82603,45.82388,-143.82603,3,0,-120,89,401677535.2,20,,,,6,3,,133778,21455,493641,932,101,2465,NK,120804960
ct151-F415-18,133778,7/24/2019,-1,45.87075,-144.06149,45.87075,-144.0615,3,0,-133,89,401677474.6,20,,,,0,2,,133778,10990,130199,927,101,1302,SR,120804962
ct151-F415-18,133778,7/24/2019,-2,45.76374,-143.52167,45.76374,-143.52167,2,0,-132,45,401677575.7,20,,,,6,2,,133778,15489,142330,1685,101,1511,NN,120804961
ct151-F415-18,133778,7/24/2019,-1,45.70152,-143.26149,45.70152,-143.26149,3,0,-121,92,401677523.4,20,,,,6,3,,133778,9701,18736,5023,46,1486,MA,120804963
ct151-F415-18,133778,7/24/2019,-1,45.78635,-143.58276,45.78635,-143.58276,3,3,-112,93,401677570.3,0,,1.67,2009.866,7,3,,133778,2024,5906,693,72,675,MC,120804964
ct151-F415-18,133778,7/24/2019,-1,45.9384,-143.6162,45.9384,-143.6162,3,0,-121,90,401677549.7,20,,,,8,3,,133778,9641,34125,2723,69,2614,MC,120808665
ct151-F415-18,133778,7/25/2019,-1,45.5537,-142.95907,45.5537,-142.95908,3,0,-129,101,401677599.8,20,,,,8,3,,133778,35112,370917,3323,67,5082,NP,120861006
ct151-F415-18,133778,7/25/2019,-1,45.55218,-143.11597,45.55218,-143.11597,3,0,-123,91,401677626.5,20,,,,6,3,,133778,6917,14008,3415,170,1116,NK,120864654
ct151-F415-18,133778,7/25/2019,-1,45.64731,-143.15431,45.64731,-143.15431,3,2,-118,96,401677562.4,0,,1.45,1973.22,8,3,,133778,976,1341,710,129,497,SR,120864655
ct151-F415-18,133778,7/25/2019,-2,45.68803,-143.10231,45.68803,-143.10231,2,0,-125,43,401677534.9,20,,,,6,3,,133778,8771,12354,6227,101,1776,MC,120875882
ct151-F415-18,133778,7/25/2019,-2,46.56853,-143.16963,52.24731,-121.42197,2,0,-127,45,401677514.6,20,,,,0,3,,133778,41776,618060,2823,15,8460,NN,120875883
ct151-F415-18,133778,7/25/2019,-9,45.46405,-143.33099,45.46405,-143.331,3,0,-129,86,401677526.7,20,,,,38,2,,133778,13250,42260,4154,86,2683,MB,120875884
ct151-F415-18,133778,7/25/2019,-2,46.29018,-143.34596,46.29018,-143.34596,2,0,-126,48,401677507.2,0,,1.79,2013.968,8,3,,133778,52008,288366,9379,121,7361,NP,120910703
ct151-F415-18,133778,7/25/2019,-2,45.55503,-142.58873,36.85628,-97.42321,2,0,-125,42,401677514.6,20,,,,0,2,,133778,5666,128584,249,115,4191,MC,120926515
ct151-F415-18,133778,7/25/2019,-1,45.96273,-143.31759,45.96273,-143.3176,3,0,-128,97,401677529.9,20,,,,6,3,,133778,8364,24403,2866,66,1343,NK,120926516
ct151-F415-18,133778,7/25/2019,-1,46.14258,-143.29077,46.14258,-143.29077,3,1,-119,86,401677549.7,0,,1.77,2003.685,6,3,,133778,22562,50325,10115,83,2070,MA,120926517
ct151-F415-18,133778,7/25/2019,-1,45.33996,-144.21525,47.70767,-159.00098,3,0,-128,86,401677514.6,20,,,,60,2,,133778,6822,102905,452,66,4921,MB,120934730
ct151-F415-18,133778,7/26/2019,-2,45.434,-144.06397,45.434,-144.06396,2,0,-129,50,401677347.6,20,,,,8,3,,133778,8486,36161,1991,53,6848,NK,121001264
ct151-F415-18,133778,7/26/2019,-2,47.06864,-143.87717,43.70318,-153.96411,2,0,-123,41,401677514.6,20,,,,0,3,,133778,17564,259335,1189,128,14174,NK,121217177
ct151-F415-18,133778,7/26/2019,-1,45.91328,-142.67872,52.16367,-108.71182,3,0,-120,93,401677514.6,0,,1.23,1950.19,40,3,,133778,8171,94583,705,84,951,MA,121217178
ct151-F415-18,133778,7/26/2019,-2,45.80876,-142.6672,45.80876,-142.6672,2,0,-127,88,401677531.4,20,,,,7,3,,133778,15510,142735,1685,86,2543,MB,121217179
ct151-F415-18,133778,7/26/2019,-1,45.78884,-143.34596,45.78884,-143.34596,3,0,-128,88,401677591.4,20,,,,6,3,,133778,15497,80227,2993,84,1527,NK,121217180
ct151-F415-18,133778,7/26/2019,-1,45.94748,-142.72651,45.94748,-142.72652,3,0,-126,88,401677473.5,0,,0.84,1955.08,6,3,,133778,24049,126315,4578,97,2311,NN,121217181
ct151-F415-18,133778,7/26/2019,-1,46.12754,-142.86516,46.12754,-142.86516,3,0,-126,91,401677488.3,0,,1.2,1972.796,8,3,,133778,25914,148894,4510,76,6517,NP,121217182
ct151-F415-18,133778,7/26/2019,0,46.07755,-143.2173,46.07755,-143.2173,4,0,-131,148,401677512.3,20,,,,47,3,,133778,6265,35592,1102,128,1706,NP,121217183
ct151-F415-18,133778,7/26/2019,0,45.98101,-143.10491,45.98101,-143.1049,4,0,-123,148,401677465.6,20,,,,46,3,,133778,5610,26768,1175,107,782,NK,121217184
ct151-F415-18,133778,7/26/2019,-2,46.14889,-143.2179,46.14889,-143.2179,2,1,-114,50,401677582.2,0,,1.63,1998.771,6,3,,133778,15222,190009,1219,93,3579,MC,121217185
ct151-F415-18,133778,7/26/2019,-2,46.17046,-143.10056,46.17046,-143.10056,2,0,-129,42,401677484,0,,1.08,1991.368,8,3,,133778,8132,15383,4298,114,3762,MC,121217186
ct151-F415-18,133778,7/27/2019,0,46.16104,-143.23637,46.16104,-143.23637,4,0,-123,183,401677496.4,0,,1.02,2000.608,58,3,,133778,4621,105672,202,90,3566,NP,121217187
ct151-F415-18,133778,7/27/2019,-1,46.25353,-143.02226,46.25353,-143.02226,3,0,-136,91,401677516,0,,-1,1962.747,8,3,,133778,5963,28306,1256,119,4507,SR,121217188
ct151-F415-18,133778,7/27/2019,-1,46.08839,-142.74769,46.08839,-142.7477,3,0,-131,91,401677521.4,0,,-1,1962.747,0,3,,133778,8467,23527,3046,118,2763,NN,121217189
ct151-F415-18,133778,7/27/2019,-1,46.21269,-142.94801,46.21269,-142.94801,3,0,-122,88,401677490.3,0,,0.38,1982.412,8,3,,133778,9013,122994,660,80,3224,SR,121217190
ct151-F415-18,133778,7/27/2019,3,46.20775,-142.9827,46.20775,-142.9827,12,0,-123,519,401677523.2,0,,0.86,1984.648,58,3,,133778,211,403,110,126,201,NN,121217192
ct151-F415-18,133778,7/27/2019,1,46.20577,-142.98239,46.20577,-142.98239,7,1,-118,284,401677521.6,0,,1.15,1984.538,56,3,,133778,548,2440,122,100,425,MA,121217191
ct151-F415-18,133778,7/28/2019,-1,46.41109,-143.16904,46.41109,-143.16904,3,0,-132,137,401677561.1,20,,,,8,3,,133778,9713,76379,1235,109,3875,SR,121242918
ct151-F415-18,133778,7/28/2019,0,46.34909,-143.02373,46.34909,-143.02373,5,0,-122,183,401677478.7,0,,1,1993.805,46,3,,133778,7037,36083,1372,93,1423,NP,121242919
ct151-F415-18,133778,7/28/2019,-2,46.28647,-143.02174,46.28647,-143.02174,2,0,-137,50,401677490.5,0,,1.06,1990.882,8,3,,133778,12549,30594,5147,89,3391,NP,121251152
ct151-F415-18,133778,7/28/2019,-1,46.17802,-142.90679,46.17802,-142.90678,3,0,-129,85,401677529.9,20,,,,6,3,,133778,14585,71403,2979,73,2945,NN,121251153
ct151-F415-18,133778,7/28/2019,0,46.3686,-142.98138,46.3686,-142.98138,5,0,-125,181,401677503.5,20,,,,46,3,,133778,22627,161373,3172,71,2164,MA,121251154
ct151-F415-18,133778,7/28/2019,0,46.36353,-143.0147,46.36353,-143.0147,5,3,-111,231,401677487.1,0,,1.55,1993.814,58,3,,133778,2758,124922,60,78,3821,MC,121259354
