REF,PTT,D_DATE,LQ,LAT,LON,ALT_LAT,ALT_LON,N_MESS,N_MESS_120,BEST_LEVEL,PASS_DUR,FREQ,V_MASK,ALT,EST_SPEED,KM_FROM_HOME,IQ,NOPS,DELETED,ACTUAL_PTT,ERROR_RADIUS,SEMI_MAJOR_AXIS,SEMI_MINOR_AXIS,ELLIPSE_ORIENTATION,HDOP,SATELLITE,DIAG_ID
ct151-F415-18,133778,6/4/2019,-1,37.12522,-122.34443,25.98395,-175.38026,3,0,-137,420,401677464.4,0,,1.57,1.573,50,3,,133778,372,1109,124,95,517,NP,115080980
ct151-F415-18,133778,6/4/2019,-1,37.12833,-122.34361,37.12833,-122.34361,3,0,-129,679,401677469.2,0,,0.92,1.772,6,3,,133778,3097,4976,1927,93,901,NK,115080981
ct151-F415-18,133778,6/4/2019,-1,37.12245,-122.34815,37.12245,-122.34815,3,0,-123,208,401677459.5,0,,0.55,1.684,8,2,,133778,5799,22458,1497,116,1699,MC,115080982
ct151-F415-18,133778,6/4/2019,2,37.11565,-122.34052,37.11565,-122.34052,7,0,-124,614,401677465.2,0,,0.5,0.846,56,3,,133778,269,597,121,56,346,SR,114772574
ct151-F415-18,133778,6/4/2019,-1,37.12057,-122.33537,37.12057,-122.33537,3,0,-127,183,401677480.4,0,,0.08,0.64,7,3,,133778,2174,15660,301,93,2399,MC,114775656
ct151-F415-18,133778,6/4/2019,-1,37.1217,-122.33113,37.1217,-122.33113,3,0,-123,302,401677514.8,0,,-1,0.634,0,3,,133778,593,3619,97,140,923,MA,114829649
ct151-F415-18,133778,6/4/2019,-1,37.1217,-122.33113,37.1217,-122.33113,3,0,-123,302,401677514.8,0,,-1,0.634,0,3,,133778,593,3619,97,140,923,MA,114829649
ct151-F415-18,133778,6/4/2019,1,37.12211,-122.33848,37.12211,-122.33848,4,0,-135,231,401677515.3,0,,-1,0.951,56,3,,133778,928,1841,467,1,827,NN,114829650
ct151-F415-18,133778,6/4/2019,1,37.12211,-122.33848,37.12211,-122.33848,4,0,-135,231,401677515.3,0,,-1,0.951,56,3,,133778,928,1841,467,1,827,NN,114829650
ct151-F415-18,133778,6/4/2019,3,37.11664,-122.32648,37.11664,-122.32648,7,2,-118,362,401677514,0,,-1,0.408,56,3,,133778,176,332,93,45,400,MC,114829651
ct151-F415-18,133778,6/4/2019,3,37.11664,-122.32648,37.11664,-122.32648,7,2,-118,362,401677514,0,,-1,0.408,56,3,,133778,176,332,93,45,400,MC,114829651
ct151-F415-18,133778,6/5/2019,2,37.12077,-122.34799,37.12077,-122.34799,14,0,-125,588,401677476.1,0,,0.04,1.599,58,3,,133778,272,476,155,109,132,SR,114886679
ct151-F415-18,133778,6/5/2019,1,37.12467,-122.34578,37.12467,-122.34578,5,0,-129,185,401677481.5,0,,0.02,1.628,68,3,,133778,852,10917,66,110,2387,NP,114918231
ct151-F415-18,133778,6/6/2019,2,37.11605,-122.33476,37.11605,-122.33476,4,0,-133,287,401677486.7,0,,0.02,0.335,50,3,,133778,318,1901,53,75,634,NN,115009339
ct151-F415-18,133778,6/7/2019,1,37.11337,-122.30269,37.11337,-122.30269,4,0,-133,137,401677479.6,0,,1.64,2.53,50,2,,133778,1482,16047,136,80,4179,SR,115155129
ct151-F415-18,133778,6/7/2019,3,37.1178,-122.34308,37.1178,-122.34308,13,3,-116,657,401677488.2,0,,1.63,1.09,56,3,,133778,157,569,43,97,196,NK,115155130
ct151-F415-18,133778,6/8/2019,2,37.11692,-122.34043,37.11692,-122.34043,7,0,-122,622,401677475.8,0,,1.28,0.844,58,3,,133778,387,556,269,91,207,SR,115412277
ct151-F415-18,133778,6/8/2019,1,37.12511,-122.34404,37.12511,-122.34404,5,0,-126,535,401677472.4,0,,1.85,1.539,46,3,,133778,862,1587,468,179,392,NP,115412278
ct151-F415-18,133778,6/8/2019,-2,37.30599,-122.57932,37.30599,-122.57932,2,0,-124,43,401677518.1,20,,,,8,3,,133778,11067,74894,1635,60,6611,SR,115412279
ct151-F415-18,133778,6/8/2019,-2,37.12829,-122.85841,37.12829,-122.85841,2,0,-130,43,401677535.9,20,,,,7,3,,133778,10656,66923,1696,108,2936,NP,115412280
ct151-F415-18,133778,6/8/2019,-2,37.02288,-122.7114,37.02288,-122.7114,2,0,-133,48,401677534.1,20,,,,6,3,,133778,8766,23545,3263,80,2089,SR,115412281
ct151-F415-18,133778,6/8/2019,-1,36.84793,-122.92712,36.84793,-122.92712,3,0,-129,92,401677479.9,0,,0.81,60.831,8,3,,133778,13158,63180,2740,107,3711,NN,115412282
ct151-F415-18,133778,6/8/2019,-2,36.80368,-122.91895,36.80368,-122.91895,2,0,-135,50,401677458.2,20,,,,6,3,,133778,11191,41255,3035,98,3514,NK,115412283
ct151-F415-18,133778,6/8/2019,-2,36.83872,-122.9328,36.83872,-122.9328,2,0,-122,45,401677481.3,0,,1.26,61.781,8,3,,133778,15909,77930,3247,111,4794,MA,115412284
ct151-F415-18,133778,6/8/2019,-2,36.83514,-123.03431,36.83514,-123.03431,2,0,-127,50,401677481.9,0,,1.82,69.925,8,3,,133778,8927,65662,1213,100,4826,MB,115412285
ct151-F415-18,133778,6/8/2019,-1,36.76891,-122.57892,36.76891,-122.57892,3,0,-126,90,401677568.9,20,,,,6,2,,133778,12743,38876,4176,121,2581,MA,115412286
ct151-F415-18,133778,6/9/2019,-2,36.57525,-122.97996,36.57525,-122.97996,2,0,-131,42,401677490.8,20,,,,8,3,,133778,29367,103278,8350,88,5952,SR,115412287
ct151-F415-18,133778,6/9/2019,-2,36.93371,-123.53545,43.74038,-109.88507,3,0,-128,45,401677471.7,0,,1.86,108.95,0,3,,133778,3132,49332,198,31,5212,NK,115412288
ct151-F415-18,133778,6/9/2019,-2,37.25972,-123.31347,37.25972,-123.31347,2,0,-133,46,401677410.7,20,,,,6,3,,133778,13773,24876,7625,30,2858,MA,115412289
ct151-F415-18,133778,6/9/2019,-2,37.14064,-123.38772,37.14064,-123.38772,2,0,-122,50,401677423.6,20,,,,7,3,,133778,16519,23032,11847,110,2762,MC,115412290
ct151-F415-18,133778,6/9/2019,-1,36.74576,-123.56294,36.74576,-123.56294,3,0,-124,93,401677527.2,20,,,,6,3,,133778,12646,71264,2243,97,2524,NK,115412291
ct151-F415-18,133778,6/9/2019,-2,36.84294,-123.5941,36.84294,-123.5941,2,0,-135,42,401677459.3,20,,,,6,3,,133778,9563,11033,8288,73,2159,SR,115412292
ct151-F415-18,133778,6/9/2019,-2,36.88337,-123.42899,36.88337,-123.42899,2,2,-108,46,401677454.7,20,,,,8,3,,133778,5735,17146,1917,136,1684,MC,115412293
ct151-F415-18,133778,6/9/2019,-2,36.8196,-123.32435,36.8196,-123.32435,2,0,-135,51,401677530.8,0,,2.02,94.308,6,3,,133778,15489,20039,11971,117,1991,NN,115412294
ct151-F415-18,133778,6/9/2019,-2,36.8077,-123.25112,36.8077,-123.25112,2,0,-127,44,401677556,20,,,,5,3,,133778,11057,17880,6838,76,2602,MA,115412295
ct151-F415-18,133778,6/9/2019,-2,36.77859,-122.59533,36.77859,-122.59533,2,0,-124,49,401677720.5,20,,,44.314,6,3,,133778,19026,95334,3797,84,5093,SR,115412296
ct151-F415-18,133778,6/9/2019,-2,36.76719,-122.64548,36.76719,-122.64548,2,0,-125,42,401677457.4,0,,2.06,47.859,8,3,,133778,8730,20603,3699,94,5072,SR,115412297
ct151-F415-18,133778,6/9/2019,-1,36.50592,-123.21596,36.50592,-123.21596,3,3,-116,86,401677655.4,20,,,,5,3,,133778,12591,67536,2347,59,2092,MC,115412298
ct151-F415-18,133778,6/9/2019,-2,33.86208,-121.84112,34.22123,-112.81528,2,0,-131,43,401677471.7,20,,,,0,2,,133778,27539,543039,1396,72,4575,MB,115412299
ct151-F415-18,133778,6/9/2019,-1,34.98232,-122.22939,34.98232,-122.22939,3,1,-119,84,401677610,20,,,,6,3,,133778,107895,851966,13664,136,6366,MA,115412300
ct151-F415-18,133778,6/9/2019,-2,36.27005,-123.64795,40.4342,-144.54636,2,2,-116,92,401677471.7,20,,,,0,3,,133778,3369,21958,516,101,568,MC,115412301
ct151-F415-18,133778,6/9/2019,-2,36.31869,-123.63094,36.31869,-123.63094,2,0,-137,48,401677499,20,,,,6,3,,133778,15310,22744,10305,98,1848,NN,115412302
ct151-F415-18,133778,6/10/2019,-1,36.37437,-123.61556,36.37437,-123.61556,3,0,-126,92,401677545.8,20,,,,8,3,,133778,18606,170063,2035,87,3177,NK,115444062
ct151-F415-18,133778,6/10/2019,-1,36.26075,-123.72618,36.26075,-123.72618,3,1,-118,90,401677542.2,20,,,,6,3,,133778,2357,17534,316,79,1221,SR,115444063
ct151-F415-18,133778,6/10/2019,-2,36.3277,-123.47697,36.3277,-123.47697,2,0,-127,48,401677567.1,20,,,,7,3,,133778,7758,15933,3777,66,3860,NK,115444064
ct151-F415-18,133778,6/10/2019,-2,36.12924,-123.73287,36.12924,-123.73287,2,0,-125,49,401677526,20,,,,8,3,,133778,10498,25932,4249,89,3231,MA,115635834
ct151-F415-18,133778,6/10/2019,-2,36.35612,-123.85367,36.35612,-123.85367,2,0,-129,49,401677486.8,20,,,,6,3,,133778,7519,23229,2433,63,2797,SR,115635835
ct151-F415-18,133778,6/10/2019,-2,36.25298,-123.94616,36.25298,-123.94616,2,0,-126,46,401677496.7,0,,1.15,173.254,8,3,,133778,26978,50047,14542,108,4222,MC,115635836
ct151-F415-18,133778,6/10/2019,-1,36.2645,-123.9619,36.2645,-123.9619,3,0,-129,95,401677566.6,0,,0.92,173.713,7,3,,133778,8483,35554,2023,119,4377,SR,115635837
ct151-F415-18,133778,6/10/2019,-2,36.36596,-123.97228,36.36596,-123.97228,2,0,-125,44,401677526.6,0,,2.08,168.538,8,3,,133778,11359,28952,4456,108,4937,NP,115635838
ct151-F415-18,133778,6/10/2019,-2,36.39418,-124.11001,36.39418,-124.11001,2,0,-136,95,401677408,20,,,,8,2,,133778,10911,72133,1650,72,3606,SR,115635839
ct151-F415-18,133778,6/10/2019,-1,36.30688,-124.28371,36.30688,-124.28371,3,0,-121,85,401677565.4,0,,1.93,196.151,5,3,,133778,2975,8728,1013,27,2525,MC,115635840
ct151-F415-18,133778,6/10/2019,-1,36.25261,-124.53733,36.25261,-124.53733,3,2,-114,93,401677540.4,20,,,,8,3,,133778,3580,15127,847,93,1081,MA,115635841
ct151-F415-18,133778,6/10/2019,-1,36.22749,-124.77121,36.22749,-124.77121,3,0,-133,91,401677503.6,20,,,,8,2,,133778,11595,27053,4969,142,2590,NN,115635842
ct151-F415-18,133778,6/11/2019,0,36.3397,-125.5182,36.3397,-125.5182,5,0,-129,190,401677541.8,20,,,,58,3,,133778,7203,118695,437,94,4338,NP,115635843
ct151-F415-18,133778,6/11/2019,0,36.32204,-124.78698,36.32204,-124.78698,4,0,-122,134,401677566.4,0,,1.31,236.287,46,3,,133778,4254,14095,1283,139,1164,SR,115635844
ct151-F415-18,133778,6/11/2019,1,36.21535,-124.86947,36.21535,-124.86947,4,0,-124,136,401677518.5,0,,1.56,247.834,58,3,,133778,1067,4011,283,104,558,NN,115754611
ct151-F415-18,133778,6/11/2019,-1,36.25527,-124.85518,36.25527,-124.85518,3,0,-122,86,401677508.1,20,,,,6,3,,133778,7231,10384,5034,97,1886,MA,115754612
ct151-F415-18,133778,6/11/2019,0,36.19444,-125.02194,36.19444,-125.02194,4,0,-126,140,401677525.7,0,,1.32,261.277,48,3,,133778,7986,25902,2461,41,2618,MA,115754613
ct151-F415-18,133778,6/11/2019,-2,36.42105,-124.88198,36.42105,-124.88198,2,0,-133,44,401677457.4,20,,,,8,3,,133778,13862,36597,5250,113,6396,SR,115754614
ct151-F415-18,133778,6/11/2019,0,36.38495,-125.0632,36.38495,-125.0632,4,0,-128,133,401677507.5,0,,1.35,256.909,45,3,,133778,51085,402455,6484,76,3655,NK,115754615
ct151-F415-18,133778,6/11/2019,-9,36.17158,-125.13389,36.17158,-125.13389,4,0,-129,133,401677467.8,20,,1.35,256.909,37,2,,133778,73237,648414,8272,105,5256,NP,115754616
ct151-F415-18,133778,6/11/2019,0,36.36065,-124.85254,36.36065,-124.85254,4,0,-130,141,401677575.8,20,,,,46,3,,133778,19504,100634,3780,68,3011,NN,115754617
ct151-F415-18,133778,6/11/2019,0,36.28979,-125.18125,36.28979,-125.18125,5,0,-121,232,401677508.9,0,,1.89,270.481,48,3,,133778,2456,27269,221,97,768,NN,115754618
ct151-F415-18,133778,6/11/2019,0,36.36148,-125.49092,36.36148,-125.49092,4,0,-129,143,401677514.9,20,,,,48,2,,133778,21235,88206,5112,139,2281,NN,115754619
ct151-F415-18,133778,6/12/2019,-2,36.13647,-126.1197,36.13647,-126.1197,2,0,-125,50,401677519.1,20,,,,8,3,,133778,28190,181606,4375,78,5276,NP,115754620
ct151-F415-18,133778,6/12/2019,-2,36.27352,-125.84757,36.27352,-125.84757,2,0,-132,45,401677508.5,0,,1.25,327.567,8,2,,133778,15911,35338,7164,108,3785,NP,115754621
ct151-F415-18,133778,6/12/2019,-2,36.34521,-125.91124,36.34521,-125.91124,2,0,-126,50,401677486.1,0,,1.77,330.714,8,3,,133778,20625,73918,5755,124,4935,MA,115754622
ct151-F415-18,133778,6/12/2019,-1,36.28453,-125.8849,36.28453,-125.8849,3,0,-129,94,401677517.3,0,,2.39,330.394,6,3,,133778,14835,59417,3703,141,4152,MC,115754623
ct151-F415-18,133778,6/12/2019,-1,36.44374,-126.0573,36.44374,-126.0573,3,0,-129,96,401677470.5,20,,,,8,3,,133778,19027,102666,3526,63,4736,SR,115754624
ct151-F415-18,133778,6/12/2019,-1,36.27826,-126.36298,36.27826,-126.36298,3,0,-131,97,401677470.9,0,,1.17,371.726,8,3,,133778,11039,18387,6626,119,2728,NP,115754625
ct151-F415-18,133778,6/12/2019,-1,36.19916,-126.23516,36.19916,-126.23516,3,0,-130,92,401677587.4,20,,,,6,3,,133778,12206,30987,4808,169,3239,SR,115754626
ct151-F415-18,133778,6/12/2019,-1,36.29358,-126.31347,36.29358,-126.31347,3,0,-133,91,401677512.9,0,,0.94,366.988,8,3,,133778,5815,31281,1080,95,2267,NK,115754627
ct151-F415-18,133778,6/12/2019,-2,36.52313,-126.4474,36.52313,-126.4474,2,0,-124,45,401677571.2,20,,,,8,3,,133778,26717,37075,19252,71,3535,NN,115754628
ct151-F415-18,133778,6/12/2019,-2,36.44924,-126.61996,36.44924,-126.61996,2,0,-122,50,401677454,20,,,,8,3,,133778,34170,76280,15306,120,3316,MC,115754629
ct151-F415-18,133778,6/12/2019,-1,36.50727,-126.51577,36.50727,-126.51577,3,1,-119,97,401677540.1,20,,,,4,3,,133778,12414,259165,594,104,2404,MB,115754630
ct151-F415-18,133778,6/12/2019,-2,36.38592,-126.36468,36.38592,-126.36468,2,0,-131,41,401677549.2,20,,,,6,2,,133778,29809,70432,12616,97,2948,MA,115754631
ct151-F415-18,133778,6/12/2019,-1,36.54496,-126.09913,36.54496,-126.09913,3,0,-127,94,401677503.7,0,,2.18,341.679,8,3,,133778,34625,119135,10063,130,3612,NP,115754632
ct151-F415-18,133778,6/13/2019,-1,36.69768,-126.16346,36.69768,-126.16346,3,0,-126,93,401677501.7,0,,2.28,344.268,8,3,,133778,9868,51741,1882,65,3040,NP,115773964
ct151-F415-18,133778,6/13/2019,-1,36.67054,-126.27017,36.67054,-126.27017,3,0,-130,89,401677446.6,0,,1.52,354.152,8,3,,133778,15063,72423,3133,69,3613,NP,115781502
ct151-F415-18,133778,6/13/2019,-2,36.67128,-125.96923,36.67128,-125.96923,2,0,-130,92,401677463,20,,,,6,3,,133778,19797,74047,5292,56,3244,NN,115785330
ct151-F415-18,133778,6/13/2019,-2,36.77081,-125.96013,36.77081,-125.96013,2,0,-124,45,401677545.5,20,,,,5,3,,133778,17652,33322,9350,83,2956,MC,115793074
ct151-F415-18,133778,6/13/2019,-1,36.73764,-126.27685,36.73764,-126.27685,3,0,-131,95,401677665.4,0,,0.88,353.621,6,3,,133778,4453,13458,1473,39,1700,SR,115793075
ct151-F415-18,133778,6/13/2019,-1,36.7017,-126.30169,36.7017,-126.30169,3,0,-129,95,401677481,20,,,,6,3,,133778,3624,4642,2828,53,1075,NK,115793076
ct151-F415-18,133778,6/13/2019,-1,36.76603,-126.44692,36.76603,-126.44692,3,0,-130,91,401677432.6,0,,1.47,368.234,8,3,,133778,28936,222259,3767,100,6612,SR,115832436
ct151-F415-18,133778,6/13/2019,-2,36.74269,-126.7001,36.74269,-126.7001,2,0,-130,48,401677539.5,0,,1.58,390.961,6,3,,133778,22843,80216,6505,100,5648,NK,115844040
ct151-F415-18,133778,6/13/2019,-2,36.73509,-127.2569,36.73509,-127.2569,2,0,-127,45,401677496.5,20,,,,6,3,,133778,78070,199833,30500,106,5111,MB,115844041
ct151-F415-18,133778,6/13/2019,-1,36.65059,-126.85072,41.19077,-149.73198,3,2,-118,90,401677518.5,20,,,,50,3,,133778,1063,8492,133,105,564,MC,115844042
ct151-F415-18,133778,6/14/2019,-1,36.2403,-127.04242,40.58264,-149.40952,3,0,-132,84,401677553.2,20,,,,8,3,,133778,33216,94200,11712,105,5260,NP,115899406
ct151-F415-18,133778,6/14/2019,-1,36.59243,-127.17957,36.59243,-127.17957,3,0,-127,92,401677430,20,,,,1,3,,133778,24126,187297,3107,81,3254,SR,115914802
ct151-F415-18,133778,6/14/2019,-1,36.79426,-126.88163,43.58985,-92.99019,3,0,-125,92,401677582.7,0,,0.93,406.339,50,3,,133778,2083,18055,240,50,1104,NK,115914801
ct151-F415-18,133778,6/14/2019,-2,36.86783,-126.8671,36.86783,-126.8671,2,0,-130,95,401677454.1,20,,,,6,3,,133778,4098,11110,1511,86,1716,NP,115914803
ct151-F415-18,133778,6/14/2019,-1,36.92172,-126.76821,36.92172,-126.76821,3,0,-129,92,401677514.4,20,,,,6,3,,133778,9506,19118,4726,114,1980,NN,115914804
ct151-F415-18,133778,6/14/2019,-1,36.84457,-126.84434,36.84457,-126.84434,3,0,-125,89,401677475.8,20,,,,0,3,,133778,12904,48218,3453,60,1411,NK,115918624
ct151-F415-18,133778,6/14/2019,-1,36.27141,-127.72529,38.85667,-142.69061,3,0,-130,89,401677518.5,20,,,,50,2,,133778,10411,138207,784,57,4999,SR,115918625
ct151-F415-18,133778,6/14/2019,-2,37.7626,-126.89676,44.07637,-103.22675,2,0,-126,49,401677518.5,20,,,,0,2,,133778,29488,493948,1760,12,8965,MA,115918626
ct151-F415-18,133778,6/14/2019,-1,36.69808,-126.83743,36.69808,-126.83743,3,0,-122,94,401677526.6,0,,1.33,403.769,8,3,,133778,23849,235952,2410,86,2912,NN,115918627
ct151-F415-18,133778,6/14/2019,-2,36.65187,-126.85195,36.65187,-126.85195,2,0,-129,46,401677537.6,0,,1.58,405.796,8,3,,133778,34286,135724,8661,85,3798,MB,115918628
ct151-F415-18,133778,6/14/2019,-1,36.9306,-127.27117,36.9306,-127.27117,3,0,-123,92,401677545.8,0,,1.45,439.491,8,2,,133778,12925,106641,1566,114,3220,NP,115944646
ct151-F415-18,133778,6/14/2019,-1,37.01279,-127.08694,37.01279,-127.08694,3,0,-127,89,401677548.1,20,,,,8,3,,133778,21036,73593,6012,127,3638,NK,115955345
ct151-F415-18,133778,6/14/2019,-1,36.942,-127.19783,36.942,-127.19783,3,0,-124,94,401677628.7,0,,1.96,432.891,6,3,,133778,9687,93633,1002,99,2420,NP,115955346
ct151-F415-18,133778,6/14/2019,-1,37.06303,-127.39407,37.06303,-127.39407,3,0,-126,97,401677610.3,0,,1.97,449.572,8,3,,133778,7562,40029,1428,127,1868,NN,115966067
ct151-F415-18,133778,6/14/2019,-2,37.16659,-127.47794,37.16659,-127.47794,2,0,-137,45,401677593.4,20,,,,8,3,,133778,10797,18063,6453,78,2091,NK,115966068
ct151-F415-18,133778,6/14/2019,-1,37.07148,-127.46882,37.07148,-127.46882,3,0,-128,93,401677548.2,0,,0.99,456.169,8,3,,133778,19193,137203,2684,108,2396,NN,115976496
ct151-F415-18,133778,6/14/2019,-1,37.02469,-127.59132,37.02469,-127.59132,3,1,-115,91,401677554.9,20,,,,6,3,,133778,5291,16578,1688,139,838,MC,115976497
ct151-F415-18,133778,6/15/2019,-1,37.25976,-127.49457,37.25976,-127.49457,3,0,-129,93,401677593.2,0,,1.42,458.136,8,3,,133778,15197,56090,4117,149,3844,SR,116022449
ct151-F415-18,133778,6/15/2019,-2,37.28919,-127.54842,37.28919,-127.54842,2,0,-137,46,401677438.3,0,,1.39,462.943,8,3,,133778,12013,34548,4176,85,2439,NP,116022450
ct151-F415-18,133778,6/15/2019,-2,36.9855,-127.85826,36.9855,-127.85826,2,0,-133,85,401677542,20,,,,6,3,,133778,15321,64026,3666,100,3853,NK,116238219
ct151-F415-18,133778,6/15/2019,-1,37.22236,-127.62756,37.22236,-127.62756,3,0,-126,85,401677509.7,0,,0.69,469.912,8,3,,133778,50327,136906,18500,105,4259,MA,116238220
ct151-F415-18,133778,6/15/2019,-1,37.21223,-127.63608,37.21223,-127.63608,3,0,-125,90,401677482.3,0,,0.63,470.671,8,3,,133778,37491,351183,4002,98,3942,MC,116238221
ct151-F415-18,133778,6/15/2019,-2,37.33627,-127.49026,37.33627,-127.49026,2,0,-123,48,401677577.4,0,,1.02,457.9,7,3,,133778,10660,171301,663,74,6559,SR,116238222
ct151-F415-18,133778,6/15/2019,-1,37.34328,-127.30195,37.34328,-127.30195,3,0,-123,96,401677623.9,20,,0.82,466.778,7,3,,133778,8788,99372,777,71,8461,MC,116238223
ct151-F415-18,133778,6/15/2019,-1,37.24405,-127.59219,37.24405,-127.59219,3,0,-129,96,401677608.6,0,,0.82,466.778,0,3,,133778,4962,9202,2675,100,1300,NK,116238224
ct151-F415-18,133778,6/15/2019,-2,37.40468,-127.75026,37.40468,-127.75026,2,0,-124,42,401677507,20,,,,8,3,,133778,31120,62641,15460,121,4437,MA,116238225
ct151-F415-18,133778,6/15/2019,-1,37.23991,-127.5801,37.23991,-127.5801,3,0,-128,94,401677564.5,0,,1.07,465.705,8,3,,133778,27888,121711,6389,134,4565,NN,116238226
ct151-F415-18,133778,6/15/2019,-1,37.03206,-127.43685,37.03206,-127.43685,3,0,-121,98,401677499.6,20,,,,6,3,,133778,15346,43665,5393,104,2738,MC,116238227
ct151-F415-18,133778,6/15/2019,-2,37.21856,-128.10318,37.21856,-128.10318,2,0,-130,42,401677425.6,20,,,,8,2,,133778,20572,25244,16764,4,2515,MA,116238228
ct151-F415-18,133778,6/16/2019,-1,37.27674,-129.10298,37.27674,-129.10298,3,0,-129,90,401677644.6,20,,,,6,3,,133778,46769,247931,8822,94,4757,NP,116238229
ct151-F415-18,133778,6/16/2019,-2,37.51604,-127.96839,48.93448,-67.80209,2,0,-133,50,401677518.5,0,,1.19,500.99,0,3,,133778,40413,875058,1866,81,4111,NK,116238230
ct151-F415-18,133778,6/16/2019,-2,37.39966,-128.15814,37.39966,-128.15814,2,0,-133,48,401677519.7,20,,,,8,3,,133778,36551,89340,14953,92,4821,NK,116238231
ct151-F415-18,133778,6/16/2019,-2,37.58975,-127.99213,37.58975,-127.99213,2,0,-133,44,401677474.8,0,,1.38,503.629,8,3,,133778,40214,115096,14050,107,5902,NN,116238232
ct151-F415-18,133778,6/16/2019,-2,37.62784,-128.77402,28.39926,-174.99672,2,0,-130,41,401677518.5,20,,,,0,2,,133778,11319,231089,554,89,2750,MA,116238233
ct151-F415-18,133778,6/16/2019,-2,37.6219,-128.72136,37.6219,-128.72136,2,1,-118,49,401677583.8,0,,1.81,568.032,8,3,,133778,2108,25092,177,88,5954,SR,116238234
ct151-F415-18,133778,6/16/2019,-1,37.68367,-128.19825,37.68367,-128.19826,3,0,-128,90,401677590.5,20,,,,8,3,,133778,30528,240418,3876,125,4220,NK,116238235
ct151-F415-18,133778,6/16/2019,-2,37.75525,-128.30037,37.75525,-128.30037,2,0,-124,42,401677505.6,20,,,,6,3,,133778,18980,87013,4139,126,2610,MC,116238236
ct151-F415-18,133778,6/16/2019,-2,38.88032,-127.42444,35.37217,-117.04675,2,0,-125,94,401677518.5,20,,,,0,2,,133778,8238,64894,1045,166,7737,MC,116238237
ct151-F415-18,133778,6/16/2019,-1,37.76817,-128.88479,39.39685,-136.98608,3,0,-120,94,401677518.5,0,,1.53,583.647,50,3,,133778,3016,43532,209,87,1595,NN,116238238
ct151-F415-18,133778,6/17/2019,-1,37.61999,-128.59174,37.61999,-128.59174,3,0,-129,95,401677560.5,20,,,,8,3,,133778,39576,177352,8831,51,5968,NP,116260607
ct151-F415-18,133778,6/17/2019,-1,37.82333,-128.33916,37.82333,-128.33916,3,0,-125,89,401677573.9,0,,1.4,536.529,6,3,,133778,17575,103745,2977,84,2564,SR,116260608
ct151-F415-18,133778,6/17/2019,-2,37.79122,-128.28338,37.79122,-128.28339,2,0,-132,50,401677629.5,0,,1.49,531.252,6,3,,133778,8057,26918,2411,123,3205,SR,116277227
ct151-F415-18,133778,6/17/2019,-2,38.28118,-128.98756,38.28118,-128.98756,2,0,-133,42,401677508.4,20,,,,6,3,,133778,35633,52846,24026,119,2799,NN,116277228
ct151-F415-18,133778,6/17/2019,-1,37.89091,-129.07482,37.89091,-129.07481,3,0,-129,88,401677597.4,20,,,,7,3,,133778,10001,42632,2346,44,1552,NK,116277229
ct151-F415-18,133778,6/17/2019,-1,38.29762,-128.81798,38.29762,-128.81798,3,0,-122,88,401677419.9,20,,,,6,3,,133778,28656,74046,11089,128,2320,MC,116277230
ct151-F415-18,133778,6/17/2019,-2,37.51681,-128.83025,37.51681,-128.83025,2,0,-129,42,401677512.9,20,,,,0,3,,133778,79245,290894,21588,119,8317,MA,116311283
ct151-F415-18,133778,6/17/2019,-1,38.32901,-129.3227,43.33254,-154.5162,3,0,-122,90,401677518.5,0,,1.16,630.082,40,3,,133778,8932,72645,1098,123,798,MC,116318388
ct151-F415-18,133778,6/18/2019,-1,38.39066,-129.39396,38.39066,-129.39397,3,0,-126,93,401677509.5,0,,0.82,637.445,8,3,,133778,24882,469663,1318,86,3830,NP,116375379
ct151-F415-18,133778,6/18/2019,-1,38.63983,-128.88712,51.37805,-59.51427,3,0,-128,95,401677518.5,20,,,,50,2,,133778,15741,181426,1365,56,1943,MA,116382262
ct151-F415-18,133778,6/18/2019,-2,38.34593,-128.65081,45.05963,-95.08239,2,0,-130,49,401677518.5,20,,,,0,3,,133778,18045,355131,916,95,3150,NN,116385715
ct151-F415-18,133778,6/18/2019,-2,38.43451,-129.20597,42.63049,-107.60613,2,1,-119,51,401677518.5,20,,,,0,2,,133778,337,3729,30,72,880,MA,116385716
ct151-F415-18,133778,6/18/2019,-2,38.30344,-129.25155,38.30344,-129.25156,2,1,-119,46,401677539,0,,1.01,623.465,6,3,,133778,15860,32847,7657,93,2134,MC,116389203
ct151-F415-18,133778,6/18/2019,-2,37.65327,-129.39604,37.65327,-129.39604,2,0,-132,50,401677554.8,20,,,,8,3,,133778,55312,125387,24399,66,7391,SR,116416107
ct151-F415-18,133778,6/18/2019,-2,38.00569,-129.07832,38.00569,-129.07832,2,0,-134,43,401677307.2,20,,,,8,3,,133778,7121,20866,2430,115,4287,NP,116425978
ct151-F415-18,133778,6/18/2019,-2,38.29608,-129.72936,38.29608,-129.72935,2,0,-133,48,401677661.1,20,,,,6,3,,133778,25512,43985,14797,128,2929,SR,116429334
ct151-F415-18,133778,6/18/2019,-2,39.18174,-128.63751,30.25252,-89.10545,2,0,-125,50,401677518.5,20,,,,0,3,,133778,41183,782128,2168,54,4791,MA,116432766
ct151-F415-18,133778,6/18/2019,-2,38.18916,-129.07813,31.86979,-97.18989,2,0,-122,46,401677518.5,20,,,,0,3,,133778,38615,691091,2157,131,4433,MC,116432767
