smru_platform_name,Sonly,filter,x1,x2
ft10-Ox04-11,0,date_min,0,NaN
ft10-Ox05-11,0,date_min,0,NaN
ft15-F1-13,0,index,122,NaN
ft15-F1-13,0,index,148,NaN
ft15-F1-13,0,index,154,NaN
ft15-F1-13,0,index,205,NaN
ft18-F2-12,0,date_min,120,NaN
ft18-F4-12,0,date_min,120,NaN
ft20-243-16,0,Smin,30,NaN
ft20-245-16,0,Smin,35,NaN
ft20-S250-16,0,Smin,30,NaN
ft21-423-16,0,date_min,0,NaN
ft21-675-17,0,date_min,0,NaN
ft21-683-17,0,date_min,0,NaN
ft22-686-18,0,date_min,0,NaN
ft22-873-18,0,date_min,0,NaN
ft22-874-18,0,date_min,0,NaN
ft22-875-18,0,date_min,0,NaN
ft22-876-18,0,date_min,0,NaN
ft22-877-18,0,date_min,0,NaN
ft22-878-18,0,date_min,0,NaN
ft22-879-18,0,date_min,0,NaN
ft22-881-18,0,date_min,0,NaN
ft22-882-18,0,date_min,0,NaN
ft23-C899-18,0,Smin,33.2,NaN
ft23-C899-18,0,Dmax,27.8,NaN
ft23-C900-18,0,date_min,0,NaN
ft23-C901-18,0,date_min,0,NaN
ft23-C902-18,0,date_min,0,NaN
ft23-C903-18,0,date_min,0,NaN
ft23-F676-18,0,date_min,0,NaN
ft23-F781-18,0,date_min,0,NaN
ft23-F905-18,0,date_min,0,NaN
ft24-917-18,0,date_min,0,NaN
ft24-918-18,0,date_min,0,NaN
ft24-919-18,0,date_min,0,NaN
ft24-920-18,0,date_min,0,NaN
ft24-921-18,0,date_min,0,NaN
ft25-246BAT-14,0,date_min,0,NaN
ft25-248BAT-14,0,date_min,0,NaN
ft25-912-18,0,date_min,0,NaN
ft25-914-18,0,date_min,0,NaN
ft26-941BAT2-13,0,date_min,0,NaN
ft26-946-BAT2-13,0,date_min,0,NaN
ft26-950-18,0,date_min,0,NaN
ft26-959-18,0,date_min,0,NaN
ft26-960-18,0,date_min,0,NaN
hg4-9388-04,0,date_max,300,NaN
hg63-991-19,0,date_min,0,NaN
MY01-512-17,0,date_min,10,NaN
MY01-513-17,0,date_min,10,NaN
rs34-067-19,0,date_min,0,NaN
rs34-068-19,0,date_min,0,NaN
rs34-069-19,0,date_min,0,NaN
rs34-070-19,0,date_min,0,NaN
rs34-883-18,0,date_min,0,NaN
rs34-884-18,0,date_min,0,NaN
rs34-885-18,0,date_min,0,NaN
rs34-886-18,0,date_min,0,NaN
rs34-887-18,0,date_min,0,NaN
rs34-888-18,0,date_min,0,NaN
wd04-883-11,0,Tmin,-2.2,NaN
wd04-884-11,0,Tmin,-2.2,NaN
wd04-898-11,0,Tmin,-2.1,NaN
wd04-907-11,0,Tmin,-2.1,NaN
wd04-908-11,0,Tmin,-2.1,NaN
wd04-911-11,0,Tmin,-1.3,NaN
wd06-07-13,0,Pmax,1000,NaN
wd06-09-13,0,Pmax,1000,NaN
wd1,0,lat_min,-20,NaN
wd1-10165-06,0,Tmax,5,NaN
wd1-10213-06,0,Tmax,5,NaN
wd11-368BAT-16,0,date_min,0,NaN
wd11-418BAT-16,0,date_min,0,NaN
wd11-421BAT-16,0,date_min,0,NaN
wd11-682-17,0,date_min,0,NaN
wd11-687-18,0,date_min,0,NaN
wd11-768-18,0,date_min,0,NaN
wd11-909-18,0,date_min,0,NaN
wd11-913-18,0,date_min,0,NaN
wd12-143-19,0,date_min,0,NaN
wd12-144-19,0,date_min,0,NaN
wd12-145-19,0,date_min,0,NaN
wd12-146-19,0,date_min,0,NaN
wd12-147-19,0,date_min,0,NaN
wd12-148-19,0,date_min,0,NaN
wd12-149-19,0,date_min,0,NaN
wd12-150-19,0,date_min,0,NaN
wd13-358BAT-16,0,date_min,0,NaN
wd13-411-16,0,date_min,0,NaN
wd13-417BAT-16,0,date_min,0,NaN
wd13-420BAT-16,0,date_min,0,NaN
wd13-765-18,0,date_min,0,NaN
wd13-880-18,0,date_min,0,NaN
wd13-910-18,0,date_min,0,NaN
wd13-911-18,0,date_min,0,NaN
wd3-CTD1-07,0,P-S+,20,33.7
ct114-09-14-N2,0,date_min,0,NaN
